fig|3702.11.peg.1	ATMG00010	ATMG00010.1
fig|3702.11.peg.10416	AT4G37840	AT4G37840.1
fig|3702.11.peg.10417	AT4G37850	AT4G37850.1
fig|3702.11.peg.10418	AT4G37860	AT4G37860.1
fig|3702.11.peg.10419	AT4G37870	AT4G37870.1
fig|3702.11.peg.1042	AT5G09240	AT5G09240.2
fig|3702.11.peg.10420	AT4G37880	AT4G37880.1
fig|3702.11.peg.10421	AT4G37890	AT4G37890.1
fig|3702.11.peg.10422	AT4G37900	AT4G37900.1
fig|3702.11.peg.10423	AT4G37910	AT4G37910.1
fig|3702.11.peg.10424	AT4G37920	AT4G37920.1
fig|3702.11.peg.10425	AT4G37925	AT4G37925.1
fig|3702.11.peg.10426	AT4G37930	AT4G37930.1
fig|3702.11.peg.10427	AT4G37940	AT4G37940.1
fig|3702.11.peg.10428	AT4G37950	AT4G37950.1
fig|3702.11.peg.10429	AT4G37970	AT4G37970.1
fig|3702.11.peg.1043	AT5G09250	AT5G09250.1
fig|3702.11.peg.10430	AT4G37980	AT4G37980.1
fig|3702.11.peg.10431	AT4G37990	AT4G37990.1
fig|3702.11.peg.10432	AT4G38000	AT4G38000.1
fig|3702.11.peg.10433	AT4G38010	AT4G38010.1
fig|3702.11.peg.10434	AT4G38020	AT4G38020.1
fig|3702.11.peg.10435	AT4G38030	AT4G38030.1
fig|3702.11.peg.10436	AT4G38040	AT4G38040.1
fig|3702.11.peg.10437	AT4G38050	AT4G38050.1
fig|3702.11.peg.10438	AT4G38052	AT4G38052.1
fig|3702.11.peg.10439	AT4G38060	AT4G38060.2
fig|3702.11.peg.1044	AT5G09260	AT5G09260.1
fig|3702.11.peg.10440	AT4G38070	AT4G38070.1
fig|3702.11.peg.10441	AT4G38080	AT4G38080.1
fig|3702.11.peg.10442	AT4G38090	AT4G38090.1
fig|3702.11.peg.10443	AT4G38092	AT4G38092.1
fig|3702.11.peg.10444	AT4G38100	AT4G38100.1
fig|3702.11.peg.10445	AT4G38120	AT4G38120.1
fig|3702.11.peg.10446	AT4G38130	AT4G38130.1
fig|3702.11.peg.10447	AT4G38140	AT4G38140.1
fig|3702.11.peg.10448	AT4G38150	AT4G38150.2
fig|3702.11.peg.10449	AT4G38160	AT4G38160.3
fig|3702.11.peg.1045	AT5G09270	AT5G09270.1
fig|3702.11.peg.10450	AT4G38170	AT4G38170.1
fig|3702.11.peg.10451	AT4G38180	AT4G38180.1
fig|3702.11.peg.10452	AT4G38190	AT4G38190.1
fig|3702.11.peg.10453	AT4G38200	AT4G38200.1
fig|3702.11.peg.10454	AT4G38210	AT4G38210.1
fig|3702.11.peg.10455	AT4G38220	AT4G38220.2
fig|3702.11.peg.10456	AT4G38225	AT4G38225.3
fig|3702.11.peg.10457	AT4G38230	AT4G38230.2
fig|3702.11.peg.10458	AT4G38240	AT4G38240.2
fig|3702.11.peg.10459	AT4G38250	AT4G38250.1
fig|3702.11.peg.1046	AT5G09280	AT5G09280.1
fig|3702.11.peg.10460	AT4G38260	AT4G38260.1
fig|3702.11.peg.10461	AT4G38270	AT4G38270.1
fig|3702.11.peg.10462	AT4G38280	AT4G38280.1
fig|3702.11.peg.10463	AT4G38290	AT4G38290.1
fig|3702.11.peg.10464	AT4G38300	AT4G38300.1
fig|3702.11.peg.10465	AT4G38310	AT4G38310.1
fig|3702.11.peg.10466	AT4G38320	AT4G38320.1
fig|3702.11.peg.10467	AT4G38330	AT4G38330.1
fig|3702.11.peg.10468	AT4G38340	AT4G38340.1
fig|3702.11.peg.10469	AT4G38350	AT4G38350.2
fig|3702.11.peg.1047	AT5G09290	AT5G09290.1
fig|3702.11.peg.10470	AT4G38360	AT4G38360.2
fig|3702.11.peg.10471	AT4G38370	AT4G38370.1
fig|3702.11.peg.10472	AT4G38380	AT4G38380.1
fig|3702.11.peg.10473	AT4G38390	AT4G38390.1
fig|3702.11.peg.10474	AT4G38400	AT4G38400.1
fig|3702.11.peg.10475	AT4G38401	AT4G38401.1
fig|3702.11.peg.10476	AT4G38405	AT4G38405.1
fig|3702.11.peg.10477	AT4G38410	AT4G38410.1
fig|3702.11.peg.10478	AT4G38420	AT4G38420.1
fig|3702.11.peg.10479	AT4G38430	AT4G38430.1
fig|3702.11.peg.1048	AT5G09300	AT5G09300.1
fig|3702.11.peg.10480	AT4G38440	AT4G38440.1
fig|3702.11.peg.10481	AT4G38460	AT4G38460.1
fig|3702.11.peg.10482	AT4G38470	AT4G38470.1
fig|3702.11.peg.10483	AT4G38480	AT4G38480.1
fig|3702.11.peg.10484	AT4G38490	AT4G38490.1
fig|3702.11.peg.10485	AT4G38495	AT4G38495.1
fig|3702.11.peg.10486	AT4G38500	AT4G38500.1
fig|3702.11.peg.10487	AT4G38510	AT4G38510.5
fig|3702.11.peg.10488	AT4G38520	AT4G38520.2
fig|3702.11.peg.10489	AT4G38530	AT4G38530.1
fig|3702.11.peg.1049	AT5G09310	AT5G09310.1
fig|3702.11.peg.10490	AT4G38540	AT4G38540.1
fig|3702.11.peg.10491	AT4G38550	AT4G38550.1
fig|3702.11.peg.10492	AT4G38560	AT4G38560.2
fig|3702.11.peg.10493	AT4G38570	AT4G38570.1
fig|3702.11.peg.10494	AT4G38580	AT4G38580.1
fig|3702.11.peg.10495	AT4G38590	AT4G38590.2
fig|3702.11.peg.10496	AT4G38600	AT4G38600.1
fig|3702.11.peg.10497	AT4G38620	AT4G38620.1
fig|3702.11.peg.10498	AT4G38630	AT4G38630.1
fig|3702.11.peg.10499	AT4G38640	AT4G38640.1
fig|3702.11.peg.105	ATMG01220	ATMG01220.1
fig|3702.11.peg.1050	AT5G09320	AT5G09320.1
fig|3702.11.peg.10500	AT4G38650	AT4G38650.1
fig|3702.11.peg.10501	AT4G38660	AT4G38660.1
fig|3702.11.peg.10502	AT4G38670	AT4G38670.3
fig|3702.11.peg.10503	AT4G38680	AT4G38680.1
fig|3702.11.peg.10504	AT4G38690	AT4G38690.1
fig|3702.11.peg.10505	AT4G38700	AT4G38700.1
fig|3702.11.peg.10506	AT4G38710	AT4G38710.2
fig|3702.11.peg.10507	AT4G38730	AT4G38730.1
fig|3702.11.peg.10508	AT4G38740	AT4G38740.1
fig|3702.11.peg.10509	AT4G38760	AT4G38760.1
fig|3702.11.peg.1051	AT5G09330	AT5G09330.3
fig|3702.11.peg.10510	AT4G38770	AT4G38770.1
fig|3702.11.peg.10511	AT4G38780	AT4G38780.1
fig|3702.11.peg.10512	AT4G38781	AT4G38781.1
fig|3702.11.peg.10513	AT4G38790	AT4G38790.1
fig|3702.11.peg.10514	AT4G38800	AT4G38800.1
fig|3702.11.peg.10515	AT4G38810	AT4G38810.2
fig|3702.11.peg.10516	AT4G38825	AT4G38825.1
fig|3702.11.peg.10517	AT4G38820	AT4G38820.1
fig|3702.11.peg.10518	AT4G38830	AT4G38830.1
fig|3702.11.peg.10519	AT4G38840	AT4G38840.1
fig|3702.11.peg.1052	AT5G09340	AT5G09340.1
fig|3702.11.peg.10520	AT4G38850	AT4G38850.1
fig|3702.11.peg.10521	AT4G38860	AT4G38860.1
fig|3702.11.peg.10522	AT4G38870	AT4G38870.1
fig|3702.11.peg.10523	AT4G38880	AT4G38880.1
fig|3702.11.peg.10524	AT4G38890	AT4G38890.1
fig|3702.11.peg.10525	AT4G38900	AT4G38900.1
fig|3702.11.peg.10526	AT4G38910	AT4G38910.2
fig|3702.11.peg.10527	AT4G38920	AT4G38920.1
fig|3702.11.peg.10528	AT4G38930	AT4G38930.2
fig|3702.11.peg.10529	AT4G38940	AT4G38940.1
fig|3702.11.peg.1053	AT5G09350	AT5G09350.1
fig|3702.11.peg.10530	AT4G38950	AT4G38950.2
fig|3702.11.peg.10531	AT4G38960	AT4G38960.3
fig|3702.11.peg.10532	AT4G38970	AT4G38970.1
fig|3702.11.peg.10533	AT4G38980	AT4G38980.1
fig|3702.11.peg.10534	AT4G38990	AT4G38990.1
fig|3702.11.peg.10535	AT4G39000	AT4G39000.1
fig|3702.11.peg.10536	AT4G39010	AT4G39010.1
fig|3702.11.peg.10537	AT4G39020	AT4G39020.1
fig|3702.11.peg.10538	AT4G39030	AT4G39030.1
fig|3702.11.peg.10539	AT4G39040	AT4G39040.1
fig|3702.11.peg.1054	AT5G09360	AT5G09360.1
fig|3702.11.peg.10540	AT4G39050	AT4G39050.1
fig|3702.11.peg.10541	AT4G39060	AT4G39060.1
fig|3702.11.peg.10542	AT4G39070	AT4G39070.1
fig|3702.11.peg.10543	AT4G39080	AT4G39080.1
fig|3702.11.peg.10544	AT4G39090	AT4G39090.1
fig|3702.11.peg.10545	AT4G39100	AT4G39100.1
fig|3702.11.peg.10546	AT4G39120	AT4G39120.1
fig|3702.11.peg.10547	AT4G39110	AT4G39110.1
fig|3702.11.peg.10548	AT4G39130	AT4G39130.1
fig|3702.11.peg.10549	AT4G39140	AT4G39140.3
fig|3702.11.peg.1055	AT5G09370	AT5G09370.1
fig|3702.11.peg.10550	AT4G39150	AT4G39150.2
fig|3702.11.peg.10551	AT4G39160	AT4G39160.2
fig|3702.11.peg.10552	AT4G39170	AT4G39170.1
fig|3702.11.peg.10553	AT4G39180	AT4G39180.1
fig|3702.11.peg.10554	AT4G39190	AT4G39190.1
fig|3702.11.peg.10555	AT4G39200	AT4G39200.1
fig|3702.11.peg.10556	AT4G39210	AT4G39210.1
fig|3702.11.peg.10557	AT4G39220	AT4G39220.1
fig|3702.11.peg.10558	AT4G39230	AT4G39230.1
fig|3702.11.peg.10559	AT4G39235	AT4G39235.1
fig|3702.11.peg.1056	AT5G09380	AT5G09380.1
fig|3702.11.peg.10560	AT4G39240	AT4G39240.1
fig|3702.11.peg.10561	AT4G39250	AT4G39250.1
fig|3702.11.peg.10562	AT4G39260	AT4G39260.1
fig|3702.11.peg.10563	AT4G39270	AT4G39270.1
fig|3702.11.peg.10564	AT4G39280	AT4G39280.1
fig|3702.11.peg.10565	AT4G39290	AT4G39290.1
fig|3702.11.peg.10566	AT4G39300	AT4G39300.1
fig|3702.11.peg.10567	AT4G39320	AT4G39320.1
fig|3702.11.peg.10568	AT4G39330	AT4G39330.1
fig|3702.11.peg.10569	AT4G39340	AT4G39340.1
fig|3702.11.peg.1057	AT5G09390	AT5G09390.1
fig|3702.11.peg.10570	AT4G39350	AT4G39350.1
fig|3702.11.peg.10571	AT4G39360	AT4G39360.1
fig|3702.11.peg.10572	AT4G39370	AT4G39370.3
fig|3702.11.peg.10573	AT4G39380	AT4G39380.2
fig|3702.11.peg.10574	AT4G39390	AT4G39390.1
fig|3702.11.peg.10575	AT4G39400	AT4G39400.1
fig|3702.11.peg.10576	AT4G39403	AT4G39403.1
fig|3702.11.peg.10577	AT4G39410	AT4G39410.1
fig|3702.11.peg.10578	AT4G39420	AT4G39420.2
fig|3702.11.peg.10579	AT4G39460	AT4G39460.1
fig|3702.11.peg.1058	AT5G09400	AT5G09400.1
fig|3702.11.peg.10580	AT4G39470	AT4G39470.1
fig|3702.11.peg.10581	AT4G39480	AT4G39480.1
fig|3702.11.peg.10582	AT4G39490	AT4G39490.1
fig|3702.11.peg.10583	AT4G39500	AT4G39500.1
fig|3702.11.peg.10584	AT4G39510	AT4G39510.1
fig|3702.11.peg.10585	AT4G39520	AT4G39520.1
fig|3702.11.peg.10586	AT4G39530	AT4G39530.1
fig|3702.11.peg.10587	AT4G39540	AT4G39540.3
fig|3702.11.peg.10588	AT4G39550	AT4G39550.1
fig|3702.11.peg.10589	AT4G39560	AT4G39560.2
fig|3702.11.peg.1059	AT5G09410	AT5G09410.3
fig|3702.11.peg.10590	AT4G39570	AT4G39570.1
fig|3702.11.peg.10591	AT4G39580	AT4G39580.1
fig|3702.11.peg.10592	AT4G39590	AT4G39590.1
fig|3702.11.peg.10593	AT4G39600	AT4G39600.1
fig|3702.11.peg.10594	AT4G39610	AT4G39610.1
fig|3702.11.peg.10595	AT4G39620	AT4G39620.1
fig|3702.11.peg.10596	AT4G39630	AT4G39630.1
fig|3702.11.peg.10597	AT4G39640	AT4G39640.1
fig|3702.11.peg.10598	AT4G39650	AT4G39650.1
fig|3702.11.peg.10599	AT4G39660	AT4G39660.1
fig|3702.11.peg.106	ATMG01230	ATMG01230.1
fig|3702.11.peg.1060	AT5G09420	AT5G09420.1
fig|3702.11.peg.10600	AT4G39670	AT4G39670.1
fig|3702.11.peg.10601	AT4G39675	AT4G39675.1
fig|3702.11.peg.10602	AT4G39680	AT4G39680.2
fig|3702.11.peg.10603	AT4G39690	AT4G39690.1
fig|3702.11.peg.10604	AT4G39700	AT4G39700.1
fig|3702.11.peg.10605	AT4G39710	AT4G39710.1
fig|3702.11.peg.10606	AT4G39720	AT4G39720.1
fig|3702.11.peg.10607	AT4G39730	AT4G39730.1
fig|3702.11.peg.10608	AT4G39740	AT4G39740.1
fig|3702.11.peg.10609	AT4G39745	AT4G39745.1
fig|3702.11.peg.1061	AT5G09430	AT5G09430.1
fig|3702.11.peg.10610	AT4G39750	AT4G39750.1
fig|3702.11.peg.10611	AT4G39753	AT4G39753.1
fig|3702.11.peg.10612	AT4G39756	AT4G39756.1
fig|3702.11.peg.10613	AT4G39760	AT4G39760.1
fig|3702.11.peg.10614	AT4G39770	AT4G39770.1
fig|3702.11.peg.10615	AT4G39780	AT4G39780.1
fig|3702.11.peg.10616	AT4G39790	AT4G39790.1
fig|3702.11.peg.10617	AT4G39795	AT4G39795.1
fig|3702.11.peg.10618	AT4G39800	AT4G39800.1
fig|3702.11.peg.10619	AT4G39810	AT4G39810.1
fig|3702.11.peg.1062	AT5G09440	AT5G09440.1
fig|3702.11.peg.10620	AT4G39820	AT4G39820.1
fig|3702.11.peg.10621	AT4G39830	AT4G39830.1
fig|3702.11.peg.10622	AT4G39840	AT4G39840.1
fig|3702.11.peg.10623	AT4G39850	AT4G39850.3
fig|3702.11.peg.10624	AT4G39860	AT4G39860.1
fig|3702.11.peg.10625	AT4G39870	AT4G39870.2
fig|3702.11.peg.10626	AT4G39880	AT4G39880.1
fig|3702.11.peg.10627	AT4G39890	AT4G39890.1
fig|3702.11.peg.10628	AT4G39900	AT4G39900.1
fig|3702.11.peg.10629	AT4G39910	AT4G39910.1
fig|3702.11.peg.1063	AT5G09445	AT5G09445.1
fig|3702.11.peg.10630	AT4G39917	AT4G39917.1
fig|3702.11.peg.10631	AT4G39920	AT4G39920.1
fig|3702.11.peg.10632	AT4G39925	AT4G39925.1
fig|3702.11.peg.10633	AT4G39930	AT4G39930.1
fig|3702.11.peg.10634	AT4G39940	AT4G39940.1
fig|3702.11.peg.10635	AT4G39950	AT4G39950.1
fig|3702.11.peg.10636	AT4G39952	AT4G39952.1
fig|3702.11.peg.10637	AT4G39955	AT4G39955.1
fig|3702.11.peg.10638	AT4G39960	AT4G39960.1
fig|3702.11.peg.10639	AT4G39970	AT4G39970.1
fig|3702.11.peg.1064	AT5G09450	AT5G09450.1
fig|3702.11.peg.10640	AT4G39980	AT4G39980.1
fig|3702.11.peg.10641	AT4G39986	AT4G39986.1
fig|3702.11.peg.10642	AT4G39990	AT4G39990.1
fig|3702.11.peg.10643	AT4G40000	AT4G40000.1
fig|3702.11.peg.10644	AT4G40010	AT4G40010.1
fig|3702.11.peg.10645	AT4G40011	AT4G40011.1
fig|3702.11.peg.10646	AT4G40020	AT4G40020.1
fig|3702.11.peg.10647	AT4G40030	AT4G40030.2
fig|3702.11.peg.10648	AT4G40040	AT4G40040.1
fig|3702.11.peg.10649	AT4G40042	AT4G40042.1
fig|3702.11.peg.1065	AT5G09462	AT5G09462.1
fig|3702.11.peg.10650	AT4G40045	AT4G40045.1
fig|3702.11.peg.10651	AT4G40050	AT4G40050.1
fig|3702.11.peg.10652	AT4G40060	AT4G40060.1
fig|3702.11.peg.10653	AT4G40070	AT4G40070.1
fig|3702.11.peg.10654	AT4G40080	AT4G40080.1
fig|3702.11.peg.10655	AT4G40090	AT4G40090.1
fig|3702.11.peg.10656	AT4G40100	AT4G40100.1
fig|3702.11.peg.10657	AT3G01015	AT3G01015.1
fig|3702.11.peg.10658	AT3G01010	AT3G01010.1
fig|3702.11.peg.10659	AT3G01020	AT3G01020.1
fig|3702.11.peg.1066	AT5G09461	AT5G09461.1
fig|3702.11.peg.10660	AT3G01030	AT3G01030.1
fig|3702.11.peg.10661	AT3G01040	AT3G01040.1
fig|3702.11.peg.10662	AT3G01050	AT3G01050.1
fig|3702.11.peg.10663	AT3G01060	AT3G01060.1
fig|3702.11.peg.10664	AT3G01070	AT3G01070.1
fig|3702.11.peg.10665	AT3G01080	AT3G01080.1
fig|3702.11.peg.10666	AT3G01085	AT3G01085.1
fig|3702.11.peg.10667	AT3G01090	AT3G01090.2
fig|3702.11.peg.10668	AT3G01100	AT3G01100.1
fig|3702.11.peg.10669	AT3G01120	AT3G01120.1
fig|3702.11.peg.1067	AT5G09463	AT5G09463.1
fig|3702.11.peg.10670	AT3G01130	AT3G01130.1
fig|3702.11.peg.10671	AT3G01140	AT3G01140.1
fig|3702.11.peg.10672	AT3G01150	AT3G01150.1
fig|3702.11.peg.10673	AT3G01160	AT3G01160.1
fig|3702.11.peg.10674	AT3G01170	AT3G01170.1
fig|3702.11.peg.10675	AT3G01175	AT3G01175.1
fig|3702.11.peg.10676	AT3G01180	AT3G01180.1
fig|3702.11.peg.10677	AT3G01185	AT3G01185.1
fig|3702.11.peg.10678	AT3G01190	AT3G01190.1
fig|3702.11.peg.10679	AT3G01200	AT3G01200.1
fig|3702.11.peg.1068	AT5G09460	AT5G09460.1
fig|3702.11.peg.10680	AT3G01210	AT3G01210.1
fig|3702.11.peg.10681	AT3G01220	AT3G01220.1
fig|3702.11.peg.10682	AT3G01230	AT3G01230.1
fig|3702.11.peg.10683	AT3G01240	AT3G01240.1
fig|3702.11.peg.10684	AT3G01250	AT3G01250.1
fig|3702.11.peg.10685	AT3G01260	AT3G01260.1
fig|3702.11.peg.10686	AT3G01270	AT3G01270.1
fig|3702.11.peg.10687	AT3G01280	AT3G01280.1
fig|3702.11.peg.10688	AT3G01290	AT3G01290.1
fig|3702.11.peg.10689	AT3G01300	AT3G01300.1
fig|3702.11.peg.1069	AT5G09470	AT5G09470.1
fig|3702.11.peg.10690	AT3G01310	AT3G01310.1
fig|3702.11.peg.10691	AT3G01311	AT3G01311.1
fig|3702.11.peg.10692	AT3G01319	AT3G01319.1
fig|3702.11.peg.10693	AT3G01320	AT3G01320.1
fig|3702.11.peg.10694	AT3G01322	AT3G01322.1
fig|3702.11.peg.10695	AT3G01326	AT3G01326.1
fig|3702.11.peg.10696	AT3G01327	AT3G01327.1
fig|3702.11.peg.10697	AT3G01328	AT3G01328.1
fig|3702.11.peg.10698	AT3G01329	AT3G01329.1
fig|3702.11.peg.10699	AT3G01331	AT3G01331.1
fig|3702.11.peg.107	ATMG01240	ATMG01240.1
fig|3702.11.peg.1070	AT5G09480	AT5G09480.1
fig|3702.11.peg.10700	AT3G01323	AT3G01323.1
fig|3702.11.peg.10701	AT3G01324	AT3G01324.1
fig|3702.11.peg.10702	AT3G01325	AT3G01325.1
fig|3702.11.peg.10703	AT3G01330	AT3G01330.1
fig|3702.11.peg.10704	AT3G01340	AT3G01340.2
fig|3702.11.peg.10705	AT3G01345	AT3G01345.1
fig|3702.11.peg.10706	AT3G01350	AT3G01350.1
fig|3702.11.peg.10707	AT3G01360	AT3G01360.1
fig|3702.11.peg.10708	AT3G01370	AT3G01370.1
fig|3702.11.peg.10709	AT3G01380	AT3G01380.1
fig|3702.11.peg.1071	AT5G09490	AT5G09490.1
fig|3702.11.peg.10710	AT3G01390	AT3G01390.1
fig|3702.11.peg.10711	AT3G01400	AT3G01400.1
fig|3702.11.peg.10712	AT3G01410	AT3G01410.1
fig|3702.11.peg.10713	AT3G01420	AT3G01420.1
fig|3702.11.peg.10714	AT3G01430	AT3G01430.1
fig|3702.11.peg.10715	AT3G01435	AT3G01435.1
fig|3702.11.peg.10716	AT3G01440	AT3G01440.1
fig|3702.11.peg.10717	AT3G01450	AT3G01450.1
fig|3702.11.peg.10718	AT3G01460	AT3G01460.1
fig|3702.11.peg.10719	AT3G01472	AT3G01472.1
fig|3702.11.peg.1072	AT5G09500	AT5G09500.1
fig|3702.11.peg.10720	AT3G01470	AT3G01470.1
fig|3702.11.peg.10721	AT3G01480	AT3G01480.1
fig|3702.11.peg.10722	AT3G01490	AT3G01490.1
fig|3702.11.peg.10723	AT3G01500	AT3G01500.2
fig|3702.11.peg.10724	AT3G01510	AT3G01510.1
fig|3702.11.peg.10725	AT3G01513	AT3G01513.1
fig|3702.11.peg.10726	AT3G01516	AT3G01516.1
fig|3702.11.peg.10727	AT3G01520	AT3G01520.1
fig|3702.11.peg.10728	AT3G01530	AT3G01530.1
fig|3702.11.peg.10729	AT3G01540	AT3G01540.2
fig|3702.11.peg.1073	AT5G09510	AT5G09510.1
fig|3702.11.peg.10730	AT3G01550	AT3G01550.1
fig|3702.11.peg.10731	AT3G01560	AT3G01560.1
fig|3702.11.peg.10732	AT3G01570	AT3G01570.1
fig|3702.11.peg.10733	AT3G01572	AT3G01572.1
fig|3702.11.peg.10734	AT3G01580	AT3G01580.1
fig|3702.11.peg.10735	AT3G01590	AT3G01590.1
fig|3702.11.peg.10736	AT3G01600	AT3G01600.1
fig|3702.11.peg.10737	AT3G01610	AT3G01610.1
fig|3702.11.peg.10738	AT3G01620	AT3G01620.1
fig|3702.11.peg.10739	AT3G01630	AT3G01630.1
fig|3702.11.peg.1074	AT5G09520	AT5G09520.1
fig|3702.11.peg.10740	AT3G01640	AT3G01640.1
fig|3702.11.peg.10741	AT3G01650	AT3G01650.1
fig|3702.11.peg.10742	AT3G01660	AT3G01660.1
fig|3702.11.peg.10743	AT3G01670	AT3G01670.1
fig|3702.11.peg.10744	AT3G01680	AT3G01680.1
fig|3702.11.peg.10745	AT3G01690	AT3G01690.1
fig|3702.11.peg.10746	AT3G01700	AT3G01700.1
fig|3702.11.peg.10747	AT3G01710	AT3G01710.1
fig|3702.11.peg.10748	AT3G01720	AT3G01720.1
fig|3702.11.peg.10749	AT3G01730	AT3G01730.1
fig|3702.11.peg.1075	AT5G09530	AT5G09530.1
fig|3702.11.peg.10750	AT3G01740	AT3G01740.1
fig|3702.11.peg.10751	AT3G01750	AT3G01750.1
fig|3702.11.peg.10752	AT3G01760	AT3G01760.1
fig|3702.11.peg.10753	AT3G01770	AT3G01770.1
fig|3702.11.peg.10754	AT3G01780	AT3G01780.1
fig|3702.11.peg.10755	AT3G01790	AT3G01790.1
fig|3702.11.peg.10756	AT3G01800	AT3G01800.1
fig|3702.11.peg.10757	AT3G01810	AT3G01810.1
fig|3702.11.peg.10758	AT3G01820	AT3G01820.1
fig|3702.11.peg.10759	AT3G01830	AT3G01830.1
fig|3702.11.peg.1076	AT5G09540	AT5G09540.1
fig|3702.11.peg.10760	AT3G01840	AT3G01840.1
fig|3702.11.peg.10761	AT3G01850	AT3G01850.1
fig|3702.11.peg.10762	AT3G01860	AT3G01860.1
fig|3702.11.peg.10763	AT3G01870	AT3G01870.1
fig|3702.11.peg.10764	AT3G01880	AT3G01880.1
fig|3702.11.peg.10765	AT3G01890	AT3G01890.1
fig|3702.11.peg.10766	AT3G01900	AT3G01900.1
fig|3702.11.peg.10767	AT3G01910	AT3G01910.1
fig|3702.11.peg.10768	AT3G01920	AT3G01920.1
fig|3702.11.peg.10769	AT3G01930	AT3G01930.2
fig|3702.11.peg.1077	AT5G09550	AT5G09550.1
fig|3702.11.peg.10770	AT3G01940	AT3G01940.1
fig|3702.11.peg.10771	AT3G01950	AT3G01950.1
fig|3702.11.peg.10772	AT3G01960	AT3G01960.1
fig|3702.11.peg.10773	AT3G01961	AT3G01961.1
fig|3702.11.peg.10774	AT3G01970	AT3G01970.1
fig|3702.11.peg.10775	AT3G01980	AT3G01980.3
fig|3702.11.peg.10776	AT3G01990	AT3G01990.1
fig|3702.11.peg.10777	AT3G02000	AT3G02000.1
fig|3702.11.peg.10778	AT3G02010	AT3G02010.1
fig|3702.11.peg.10779	AT3G02020	AT3G02020.1
fig|3702.11.peg.1078	AT5G09560	AT5G09560.1
fig|3702.11.peg.10780	AT3G02030	AT3G02030.1
fig|3702.11.peg.10781	AT3G02040	AT3G02040.1
fig|3702.11.peg.10782	AT3G02050	AT3G02050.1
fig|3702.11.peg.10783	AT3G02060	AT3G02060.1
fig|3702.11.peg.10784	AT3G02065	AT3G02065.2
fig|3702.11.peg.10785	AT3G02070	AT3G02070.1
fig|3702.11.peg.10786	AT3G02080	AT3G02080.1
fig|3702.11.peg.10787	AT3G02090	AT3G02090.2
fig|3702.11.peg.10788	AT3G02100	AT3G02100.1
fig|3702.11.peg.10789	AT3G02110	AT3G02110.1
fig|3702.11.peg.1079	AT5G09570	AT5G09570.1
fig|3702.11.peg.10790	AT3G02120	AT3G02120.1
fig|3702.11.peg.10791	AT3G02125	AT3G02125.1
fig|3702.11.peg.10792	AT3G02130	AT3G02130.1
fig|3702.11.peg.10793	AT3G02140	AT3G02140.1
fig|3702.11.peg.10794	AT3G02150	AT3G02150.2
fig|3702.11.peg.10795	AT3G02160	AT3G02160.1
fig|3702.11.peg.10796	AT3G02170	AT3G02170.1
fig|3702.11.peg.10797	AT3G02180	AT3G02180.2
fig|3702.11.peg.10798	AT3G02190	AT3G02190.1
fig|3702.11.peg.10799	AT3G02200	AT3G02200.2
fig|3702.11.peg.108	ATMG01250	ATMG01250.1
fig|3702.11.peg.1080	AT5G09580	AT5G09580.1
fig|3702.11.peg.10800	AT3G02210	AT3G02210.1
fig|3702.11.peg.10801	AT3G02220	AT3G02220.1
fig|3702.11.peg.10802	AT3G02230	AT3G02230.1
fig|3702.11.peg.10803	AT3G02240	AT3G02240.1
fig|3702.11.peg.10804	AT3G02242	AT3G02242.1
fig|3702.11.peg.10805	AT3G02250	AT3G02250.1
fig|3702.11.peg.10806	AT3G02260	AT3G02260.1
fig|3702.11.peg.10807	AT3G02270	AT3G02270.1
fig|3702.11.peg.10808	AT3G02280	AT3G02280.1
fig|3702.11.peg.10809	AT3G02290	AT3G02290.1
fig|3702.11.peg.1081	AT5G09590	AT5G09590.1
fig|3702.11.peg.10810	AT3G02300	AT3G02300.1
fig|3702.11.peg.10811	AT3G02310	AT3G02310.1
fig|3702.11.peg.10812	AT3G02320	AT3G02320.1
fig|3702.11.peg.10813	AT3G02330	AT3G02330.1
fig|3702.11.peg.10814	AT3G02340	AT3G02340.1
fig|3702.11.peg.10815	AT3G02350	AT3G02350.1
fig|3702.11.peg.10816	AT3G02360	AT3G02360.1
fig|3702.11.peg.10817	AT3G02370	AT3G02370.2
fig|3702.11.peg.10818	AT3G02380	AT3G02380.1
fig|3702.11.peg.10819	AT3G02390	AT3G02390.2
fig|3702.11.peg.1082	AT5G09600	AT5G09600.3
fig|3702.11.peg.10820	AT3G02400	AT3G02400.1
fig|3702.11.peg.10821	AT3G02410	AT3G02410.1
fig|3702.11.peg.10822	AT3G02420	AT3G02420.1
fig|3702.11.peg.10823	AT3G02430	AT3G02430.1
fig|3702.11.peg.10824	AT3G02440	AT3G02440.1
fig|3702.11.peg.10825	AT3G02450	AT3G02450.1
fig|3702.11.peg.10826	AT3G02460	AT3G02460.1
fig|3702.11.peg.10827	AT3G02470	AT3G02470.4
fig|3702.11.peg.10828	AT3G02468	AT3G02468.1
fig|3702.11.peg.10829	AT3G02480	AT3G02480.1
fig|3702.11.peg.1083	AT5G09610	AT5G09610.1
fig|3702.11.peg.10830	AT3G02490	AT3G02490.1
fig|3702.11.peg.10831	AT3G02493	AT3G02493.1
fig|3702.11.peg.10832	AT3G02500	AT3G02500.1
fig|3702.11.peg.10833	AT3G02510	AT3G02510.1
fig|3702.11.peg.10834	AT3G02520	AT3G02520.1
